Sales Person,Geography,Product,Date,Amount,Boxes
Jehu Rudeforth,UK,85% Dark Bars,4/2/2021,"$7,084 ",308
Gigi Bohling,   UK,Orange Choco,4/2/2021,"$4,809 ",344
Marney O'Breen,   Canada,Drinking Coco,4/2/2021,"$7,959 ",266
Kelci Walkden,   Canada,99% Dark & Pure,4/2/2021,"$10,521 ",527
Kelci Walkden, Canada,Fruit & Nut Bars,4/2/2021,$56 ,5
Beverie Moffet,  UK,Baker's Choco Chips,4/2/2021,"$3,017 ",189
Karlen McCaffrey, India,Orange Choco,4/2/2021,"$18,949 ",2707
Roddy Speechley,  UK,Milk Bars,4/2/2021,"$8,764 ",338
Dotty Strutley,   India,Raspberry Choco,4/2/2021,"$12,201 ",643
Oby Sorrel,USA,Spicy Special Slims,4/2/2021,"$11,935 ",460
Barr Faughny,   USA,Smooth Sliky Salty,4/2/2021,"$3,724 ",266
Van Tuxwell,Canada,Eclairs,4/2/2021,"$2,646 ",166
Gunar Cockshoot,  India,White Choc,4/2/2021,$686 ,46
Karlen McCaffrey,   Australia,Smooth Sliky Salty,4/2/2021,"$2,037 ",128
Van Tuxwell, India,Choco Coated Almonds,4/2/2021,"$6,300 ",300
Husein Augar, Canada,Peanut Butter Cubes,4/2/2021,"$2,541 ",111
Wilone O'Kielt,  India,Raspberry Choco,4/2/2021,"$1,883 ",118
Ches Bonnell,   India,Spicy Special Slims,4/2/2021,"$10,255 ",446
Jehu Rudeforth,UK,After Nines,5/2/2021,"$5,803 ",233
Andria Kimpton,  India,50% Dark Bites,5/2/2021,"$8,260 ",1033
Roddy Speechley,India,Baker's Choco Chips,5/2/2021,"$14,868 ",1859
Gunar Cockshoot,   USA,Eclairs,5/2/2021,"$4,137 ",276
Brien Boise,UK,After Nines,5/2/2021,"$7,161 ",276
Roddy Speechley,  USA,Drinking Coco,5/2/2021,"$9,625 ",332
Beverie Moffet,  Canada,Organic Choco Syrup,5/2/2021,"$12,852 ",429
Madelene Upcott, Canada,Eclairs,5/2/2021,"$7,546 ",581
Beverie Moffet, USA,Eclairs,5/2/2021,"$4,123 ",275
Mallorie Waber,  India,Organic Choco Syrup,5/2/2021,"$13,174 ",573
Rafaelita Blaksland, USA,50% Dark Bites,5/2/2021,"$7,637 ",546
Madelene Upcott,USA,Baker's Choco Chips,5/2/2021,"$3,311 ",332
Mallorie Waber,   India,Raspberry Choco,5/2/2021,"$2,338 ",107
Curtice Advani,  India,Caramel Stuffed Bars,8/2/2021,"$3,465 ",139
Rafaelita Blaksland,Australia,Peanut Butter Cubes,8/2/2021,"$2,345 ",107
Madelene Upcott,  Canada,Organic Choco Syrup,8/2/2021,"$12,698 ",471
Barr Faughny,New Zealand,85% Dark Bars,8/2/2021,"$6,678 ",334
Karlen McCaffrey,  Canada,Baker's Choco Chips,8/2/2021,"$4,851 ",324
Ches Bonnell, New Zealand,Drinking Coco,8/2/2021,$336 ,12
Karlen McCaffrey,  Canada,Orange Choco,8/2/2021,"$2,366 ",198
Ches Bonnell,   USA,99% Dark & Pure,8/2/2021,"$10,598 ",461
Barr Faughny,  India,Smooth Sliky Salty,8/2/2021,"$13,293 ",665
Van Tuxwell,Australia,50% Dark Bites,8/2/2021,"$2,086 ",261
Wilone O'Kielt,   Australia,Peanut Butter Cubes,8/2/2021,"$2,751 ",120
Dennison Crosswaite, Canada,Spicy Special Slims,8/2/2021,"$5,481 ",275
Andria Kimpton,   USA,Smooth Sliky Salty,8/2/2021,"$5,628 ",433
Jehu Rudeforth,USA,Caramel Stuffed Bars,8/2/2021,"$2,660 ",89
Oby Sorrel,  India,Almond Choco,9/2/2021,"$1,386 ",82
Rafaelita Blaksland,UK,Milk Bars,9/2/2021,"$11,060 ",382
Marney O'Breen,   Australia,Choco Coated Almonds,9/2/2021,"$2,919 ",172
Camilla Castle,  Canada,99% Dark & Pure,9/2/2021,"$8,680 ",457
Andria Kimpton,  USA,Spicy Special Slims,9/2/2021,"$1,484 ",71
Rafaelita Blaksland, Canada,Choco Coated Almonds,9/2/2021,"$16,919 ",996
Mallorie Waber,   Australia,After Nines,9/2/2021,"$13,188 ",440
Husein Augar,  Australia,Raspberry Choco,9/2/2021,"$4,998 ",294
Dotty Strutley, UK,85% Dark Bars,9/2/2021,"$6,146 ",342
Beverie Moffet, India,Milk Bars,9/2/2021,"$5,621 ",217
Madelene Upcott, UK,Mint Chip Choco,9/2/2021,$980 ,47
Jan Morforth,USA,Almond Choco,10/2/2021,"$7,343 ",350
Barr Faughny,Canada,Caramel Stuffed Bars,10/2/2021,"$1,750 ",63
Gigi Bohling,  India,Eclairs,10/2/2021,"$2,464 ",165
Andria Kimpton,  USA,Milk Bars,10/2/2021,"$1,974 ",86
Jehu Rudeforth,   Australia,70% Dark Bites,10/2/2021,"$11,823 ",986
Kelci Walkden, New Zealand,85% Dark Bars,10/2/2021,"$7,350 ",335
Kelci Walkden,   Canada,Baker's Choco Chips,10/2/2021,"$4,165 ",417
Gunar Cockshoot,  India,85% Dark Bars,10/2/2021,$630 ,28
Andria Kimpton,  Canada,Baker's Choco Chips,10/2/2021,"$2,282 ",143
Rafaelita Blaksland,  Canada,Fruit & Nut Bars,10/2/2021,"$5,250 ",292
Curtice Advani,  Canada,Almond Choco,10/2/2021,"$11,676 ",730
Rafaelita Blaksland,Australia,Caramel Stuffed Bars,10/2/2021,"$14,917 ",533
Jehu Rudeforth,  Canada,Manuka Honey Choco,11/2/2021,"$4,634 ",155
Gigi Bohling,  USA,Manuka Honey Choco,11/2/2021,$819 ,27
Brien Boise, India,Drinking Coco,11/2/2021,"$2,422 ",106
Jan Morforth,Canada,Manuka Honey Choco,11/2/2021,"$1,463 ",59
Kelci Walkden,   Canada,Manuka Honey Choco,11/2/2021,"$1,050 ",32
Oby Sorrel,UK,Peanut Butter Cubes,11/2/2021,"$1,526 ",85
Gunar Cockshoot,  New Zealand,50% Dark Bites,11/2/2021,$427 ,27
Curtice Advani,USA,Spicy Special Slims,11/2/2021,"$10,976 ",440
Wilone O'Kielt, New Zealand,Mint Chip Choco,12/2/2021,"$6,503 ",407
Jan Morforth,  UK,99% Dark & Pure,12/2/2021,$21 ,1
Gigi Bohling,  UK,Eclairs,12/2/2021,"$7,063 ",393
Roddy Speechley,   Canada,Peanut Butter Cubes,12/2/2021,"$3,990 ",200
Dotty Strutley,   New Zealand,70% Dark Bites,12/2/2021,"$1,806 ",129
Marney O'Breen,   India,White-Choc,12/2/2021,"$10,136 ",597
Karlen McCaffrey,   UK,Almond Choco,12/2/2021,"$1,288 ",62
Oby Sorrel,  Canada,White Choc,12/2/2021,"$1,295 ",87
Andria Kimpton, USA,70% Dark Bites,12/2/2021,"$6,461 ",718
Jehu Rudeforth,  New Zealand,Manuka Honey Choco,12/2/2021,"$4,949 ",155
Madelene Upcott,New Zealand,Fruit & Nut Bars,12/2/2021,"$5,432 ",302
Kelci Walkden, Canada,Caramel Stuffed Bars,12/2/2021,"$7,112 ",246
Karlen McCaffrey,  UK,Peanut Butter Cubes,12/2/2021,$266 ,11
Gigi Bohling,USA,50% Dark Bites,12/2/2021,"$6,202 ",414
Jehu Rudeforth,  New Zealand,After Nines,15/2/2021,"$1,057 ",43
Kelci Walkden,UK,Drinking Coco,15/2/2021,"$1,925 ",67
Wilone O'Kielt,  India,85% Dark Bars,15/2/2021,"$1,841 ",77
Kaine Padly,Canada,Spicy Special Slims,15/2/2021,"$1,204 ",61
Wilone O'Kielt,New Zealand,85% Dark Bars,15/2/2021,"$4,074 ",186
Marney O'Breen,USA,Manuka Honey Choco,15/2/2021,"$4,473 ",150
Marney O'Breen,   UK,Baker's Choco Chips,15/2/2021,"$2,947 ",246
Van Tuxwell,  USA,Organic Choco Syrup,15/2/2021,"$15,386 ",642
Wilone O'Kielt,  UK,Milk Bars,15/2/2021,"$4,690 ",188
Roddy Speechley,   USA,White Choc,15/2/2021,$343 ,39
Dotty Strutley,   Canada,Mint Chip Choco,15/2/2021,"$3,052 ",146
Beverie Moffet,   Australia,Manuka Honey Choco,15/2/2021,$686 ,25
Wilone O'Kielt,  Canada,White Choc,15/2/2021,"$6,993 ",538
Mallorie Waber,   UK,Milk Bars,16/2/2021,"$5,236 ",169
Curtice Advani,  India,Spicy Special Slims,16/2/2021,"$8,638 ",333
Kaine Padly,New Zealand,Manuka Honey Choco,16/2/2021,"$5,712 ",191
Gunar Cockshoot,   USA,Mint Chip Choco,16/2/2021,"$6,258 ",330
Wilone O'Kielt,  USA,70% Dark Bites,16/2/2021,"$3,234 ",294
Kelci Walkden,India,Organic Choco Syrup,16/2/2021,"$17,577 ",677
Husein Augar,   USA,Eclairs,16/2/2021,"$12,684 ",668
Gigi Bohling,   India,99% Dark & Pure,16/2/2021,"$1,239 ",54
Kelci Walkden,   UK,50% Dark Bites,16/2/2021,"$3,402 ",243
Karlen McCaffrey,India,Choco Coated Almonds,16/2/2021,"$11,382 ",633
Madelene Upcott,India,Milk Bars,16/2/2021,"$7,133 ",265
Jehu Rudeforth,India,Milk Bars,17/2/2021,"$8,309 ",333
Van Tuxwell,  New Zealand,Fruit & Nut Bars,17/2/2021,"$1,435 ",131
Dennison Crosswaite, Canada,Eclairs,17/2/2021,"$3,227 ",216
Camilla Castle,   New Zealand,Drinking Coco,17/2/2021,$133 ,6
Gigi Bohling,   Australia,99% Dark & Pure,17/2/2021,"$5,446 ",273
Karlen McCaffrey,   India,99% Dark & Pure,17/2/2021,"$4,424 ",261
Jehu Rudeforth,   UK,Milk Bars,17/2/2021,"$1,827 ",80
Wilone O'Kielt,   New Zealand,Manuka Honey Choco,17/2/2021,"$8,232 ",305
Kaine Padly,   Australia,50% Dark Bites,17/2/2021,$861 ,62
Barr Faughny,   New Zealand,70% Dark Bites,17/2/2021,"$8,099 ",675
Rafaelita Blaksland,   Australia,Smooth Sliky Salty,17/2/2021,"$5,894 ",281
Camilla Castle,USA,After Nines,17/2/2021,"$8,211 ",257
Kaine Padly,  India,After Nines,17/2/2021,"$10,360 ",415
Dotty Strutley,UK,Milk Bars,17/2/2021,"$5,145 ",166
Ches Bonnell,  UK,50% Dark Bites,17/2/2021,"$9,163 ",1146
Rafaelita Blaksland,India,White Choc,17/2/2021,"$15,323 ",1393
Marney O'Breen,   Canada,Orange Choco,17/2/2021,"$7,994 ",1000
Jan Morforth, Canada,Choco Coated Almonds,17/2/2021,"$6,363 ",455
Oby Sorrel,   New Zealand,Peanut Butter Cubes,17/2/2021,"$3,262 ",172
Gigi Bohling, Australia,Drinking Coco,17/2/2021,"$2,793 ",127
Rafaelita Blaksland, India,Organic Choco Syrup,18/2/2021,"$8,491 ",340
Dennison Crosswaite, Australia,Caramel Stuffed Bars,18/2/2021,"$13,685 ",571
Mallorie Waber,   Canada,White Choc,18/2/2021,$770 ,52
Camilla Castle,  Canada,50% Dark Bites,18/2/2021,"$8,631 ",1079
Jehu Rudeforth,  New Zealand,Fruit & Nut Bars,18/2/2021,"$4,536 ",267
Rafaelita Blaksland, UK,99% Dark & Pure,18/2/2021,"$14,497 ",605
Rafaelita Blaksland,   Australia,Choco Coated Almonds,18/2/2021,"$7,672 ",452
Gunar Cockshoot, Australia,99% Dark & Pure,18/2/2021,"$10,878 ",573
Dennison Crosswaite,  Australia,50% Dark Bites,18/2/2021,"$12,572 ",1397
Beverie Moffet, Australia,50% Dark Bites,18/2/2021,"$1,575 ",105
Dennison Crosswaite,Canada,Manuka Honey Choco,18/2/2021,"$5,453 ",166
Beverie Moffet,   New Zealand,Manuka Honey Choco,18/2/2021,"$4,802 ",155
Marney O'Breen, India,Eclairs,19/2/2021,"$7,651 ",426
Madelene Upcott,India,Orange Choco,19/2/2021,"$2,079 ",260
Dennison Crosswaite,New Zealand,Spicy Special Slims,19/2/2021,"$2,100 ",81
Camilla Castle, Australia,Smooth Sliky Salty,19/2/2021,"$5,278 ",406
Barr Faughny,   USA,Spicy Special Slims,19/2/2021,"$4,249 ",164
Karlen McCaffrey, USA,Mint Chip Choco,19/2/2021,"$3,976 ",210
Oby Sorrel,   USA,After Nines,19/2/2021,"$6,951 ",218
Camilla Castle,UK,Spicy Special Slims,19/2/2021,$616 ,25
Andria Kimpton,UK,85% Dark Bars,19/2/2021,"$5,439 ",287
Brien Boise, India,50% Dark Bites,19/2/2021,$63 ,7
Brien Boise, Canada,Baker's Choco Chips,19/2/2021,"$1,533 ",110
Oby Sorrel,   USA,70% Dark Bites,19/2/2021,"$3,535 ",322
Jan Morforth, Canada,Spicy Special Slims,19/2/2021,"$2,429 ",111
Gunar Cockshoot,   India,Raspberry Choco,19/2/2021,"$7,119 ",356
Dennison Crosswaite, New Zealand,Drinking Coco,19/2/2021,"$3,521 ",118
Ches Bonnell,USA,After Nines,19/2/2021,"$3,745 ",118
Marney O'Breen, Australia,White Choc,19/2/2021,"$4,816 ",301
Dennison Crosswaite,   UK,Baker's Choco Chips,19/2/2021,"$1,736 ",193
Rafaelita Blaksland, Australia,70% Dark Bites,19/2/2021,"$1,099 ",92
Dotty Strutley,   UK,After Nines,19/2/2021,"$6,692 ",231
Dennison Crosswaite, Australia,Baker's Choco Chips,22/2/2021,$364 ,31
Ches Bonnell,  Canada,85% Dark Bars,22/2/2021,"$10,927 ",476
Karlen McCaffrey,  New Zealand,85% Dark Bars,22/2/2021,"$11,410 ",476
Roddy Speechley,   India,Organic Choco Syrup,22/2/2021,"$2,443 ",82
Dotty Strutley,   Canada,White Choc,22/2/2021,$329 ,26
Wilone O'Kielt,  New Zealand,Drinking Coco,22/2/2021,"$3,066 ",128
Beverie Moffet,   New Zealand,Baker's Choco Chips,22/2/2021,$567 ,38
Dotty Strutley,  New Zealand,Smooth Sliky Salty,22/2/2021,"$14,721 ",1052
Andria Kimpton,New Zealand,Choco Coated Almonds,22/2/2021,"$6,986 ",350
Curtice Advani,  USA,85% Dark Bars,22/2/2021,"$14,112 ",784
Ches Bonnell,UK,Smooth Sliky Salty,22/2/2021,"$1,771 ",137
Kelci Walkden, Australia,Peanut Butter Cubes,22/2/2021,"$5,082 ",231
Karlen McCaffrey,  Canada,Almond Choco,22/2/2021,"$1,827 ",102
Madelene Upcott, India,Drinking Coco,22/2/2021,$182 ,7
Ches Bonnell,  New Zealand,Choco Coated Almonds,22/2/2021,"$5,369 ",269
Curtice Advani,  USA,Drinking Coco,22/2/2021,"$6,034 ",275
Andria Kimpton,  Canada,Mint Chip Choco,22/2/2021,"$13,209 ",881
Karlen McCaffrey,  Australia,Caramel Stuffed Bars,22/2/2021,$847 ,30
Jehu Rudeforth,Canada,50% Dark Bites,22/2/2021,"$1,015 ",64
Dotty Strutley,Canada,50% Dark Bites,23/2/2021,"$16,247 ",2031
Mallorie Waber,  Canada,Baker's Choco Chips,23/2/2021,"$2,422 ",303
Brien Boise,   Canada,Peanut Butter Cubes,23/2/2021,"$3,997 ",174
Roddy Speechley, USA,Almond Choco,23/2/2021,"$7,182 ",479
Mallorie Waber,   India,Mint Chip Choco,23/2/2021,"$1,246 ",70
Roddy Speechley,   UK,Eclairs,23/2/2021,$553 ,27
Van Tuxwell,USA,Fruit & Nut Bars,23/2/2021,"$2,681 ",207
Oby Sorrel,Australia,Baker's Choco Chips,23/2/2021,"$2,800 ",234
Van Tuxwell,   UK,Raspberry Choco,23/2/2021,"$4,851 ",304
Gigi Bohling, Canada,Caramel Stuffed Bars,23/2/2021,$168 ,6
Husein Augar, Australia,Fruit & Nut Bars,23/2/2021,$315 ,21
Wilone O'Kielt,  Canada,Eclairs,23/2/2021,"$11,851 ",741
Dotty Strutley, New Zealand,Drinking Coco,23/2/2021,"$3,220 ",147
Gigi Bohling,   UK,70% Dark Bites,23/2/2021,"$11,935 ",1194
Gunar Cockshoot,   Canada,Peanut Butter Cubes,23/2/2021,"$12,404 ",478
Jehu Rudeforth,  Australia,Fruit & Nut Bars,24/2/2021,"$1,519 ",90
Jehu Rudeforth,  India,Caramel Stuffed Bars,24/2/2021,"$10,934 ",476
Camilla Castle,   UK,Peanut Butter Cubes,24/2/2021,"$3,346 ",129
Roddy Speechley, Canada,Spicy Special Slims,24/2/2021,"$8,351 ",398
Karlen McCaffrey, UK,White Choc,24/2/2021,"$11,718 ",733
Rafaelita Blaksland,Canada,Spicy Special Slims,24/2/2021,"$2,681 ",117
Jehu Rudeforth, India,50% Dark Bites,24/2/2021,"$6,188 ",563
Husein Augar, Australia,99% Dark & Pure,24/2/2021,"$10,941 ",521
Husein Augar, Canada,Milk Bars,24/2/2021,"$3,647 ",141
Van Tuxwell,   Canada,Peanut Butter Cubes,25/2/2021,"$2,436 ",122
Husein Augar,  Canada,Caramel Stuffed Bars,25/2/2021,$896 ,41
Wilone O'Kielt,  USA,Caramel Stuffed Bars,25/2/2021,"$3,808 ",174
Wilone O'Kielt,   Canada,Mint Chip Choco,25/2/2021,"$10,920 ",683
Jan Morforth,   New Zealand,Fruit & Nut Bars,25/2/2021,"$4,186 ",299
Roddy Speechley, Canada,85% Dark Bars,25/2/2021,"$6,797 ",309
Roddy Speechley,   Australia,Spicy Special Slims,25/2/2021,"$4,319 ",155
Marney O'Breen,   Canada,Smooth Sliky Salty,25/2/2021,"$1,673 ",105
Oby Sorrel,  New Zealand,Almond Choco,25/2/2021,$735 ,35
Oby Sorrel,   Australia,After Nines,25/2/2021,"$2,632 ",106
Wilone O'Kielt, New Zealand,Orange Choco,25/2/2021,"$2,030 ",170
Gunar Cockshoot,  USA,Manuka Honey Choco,25/2/2021,"$1,169 ",47
Andria Kimpton,   New Zealand,Mint Chip Choco,25/2/2021,"$3,703 ",206
Barr Faughny,  UK,White Choc,25/2/2021,$805 ,54
Van Tuxwell,  UK,Smooth Sliky Salty,25/2/2021,$406 ,21
Oby Sorrel,  Australia,Orange Choco,25/2/2021,"$3,591 ",360
Oby Sorrel, UK,White Choc,25/2/2021,"$5,551 ",463
Roddy Speechley,   Australia,White Choc,25/2/2021,"$3,605 ",258
Andria Kimpton,   Canada,Almond Choco,25/2/2021,"$6,356 ",374
Roddy Speechley,  Australia,70% Dark Bites,25/2/2021,$602 ,41
Van Tuxwell,  India,White Choc,26/2/2021,"$7,042 ",470
Jehu Rudeforth, Australia,Almond Choco,26/2/2021,"$2,968 ",142
Brien Boise,  India,Peanut Butter Cubes,26/2/2021,$294 ,17
Gigi Bohling, New Zealand,After Nines,26/2/2021,"$6,363 ",213
Andria Kimpton,USA,Fruit & Nut Bars,26/2/2021,$280 ,18
Husein Augar, Canada,Choco Coated Almonds,26/2/2021,$406 ,29
Madelene Upcott,   New Zealand,Drinking Coco,26/2/2021,"$4,144 ",139
Ches Bonnell,  New Zealand,Milk Bars,26/2/2021,"$5,341 ",173
Rafaelita Blaksland,   Australia,Fruit & Nut Bars,26/2/2021,"$2,947 ",197
Dennison Crosswaite,  New Zealand,70% Dark Bites,26/2/2021,"$12,026 ",926
Brien Boise,  New Zealand,Smooth Sliky Salty,26/2/2021,"$3,983 ",307
Wilone O'Kielt,  India,White Choc,26/2/2021,"$1,792 ",163
Barr Faughny,   UK,Milk Bars,26/2/2021,"$1,526 ",67
Oby Sorrel, USA,Organic Choco Syrup,26/2/2021,"$5,313 ",190
Ches Bonnell,   UK,After Nines,26/2/2021,"$7,728 ",242
Marney O'Breen,  Canada,85% Dark Bars,26/2/2021,$413 ,22
Mallorie Waber, India,White Choc,26/2/2021,"$4,431 ",493
Gunar Cockshoot,  USA,Fruit & Nut Bars,26/2/2021,"$1,036 ",58
Mallorie Waber,   USA,Orange Choco,26/2/2021,$217 ,25
Kelci Walkden,India,70% Dark Bites,26/2/2021,"$7,616 ",693
Karlen McCaffrey, UK,Organic Choco Syrup,26/2/2021,"$11,900 ",518
Camilla Castle,  New Zealand,70% Dark Bites,26/2/2021,"$10,437 ",1044
Madelene Upcott,India,Fruit & Nut Bars,1/3/2021,"$5,691 ",335
Jehu Rudeforth,  Australia,Raspberry Choco,1/3/2021,"$5,397 ",300
Ches Bonnell, USA,Organic Choco Syrup,1/3/2021,"$3,276 ",143
Andria Kimpton,  New Zealand,Drinking Coco,1/3/2021,"$4,102 ",187
Dennison Crosswaite,   Australia,Manuka Honey Choco,1/3/2021,$476 ,18
Dotty Strutley,  Canada,Organic Choco Syrup,1/3/2021,"$4,858 ",157
Andria Kimpton,   Canada,99% Dark & Pure,1/3/2021,"$7,259 ",404
Ches Bonnell,   India,Almond Choco,2/3/2021,"$6,209 ",311
Andria Kimpton,New Zealand,Organic Choco Syrup,2/3/2021,"$12,390 ",539
Oby Sorrel,UK,Choco Coated Almonds,2/3/2021,$686 ,41
Madelene Upcott, New Zealand,Milk Bars,2/3/2021,"$9,030 ",312
Dotty Strutley,  Canada,Almond Choco,2/3/2021,"$5,376 ",256
Roddy Speechley, Australia,Caramel Stuffed Bars,2/3/2021,"$2,898 ",126
Barr Faughny,  USA,Almond Choco,2/3/2021,"$18,900 ",945
Madelene Upcott,   USA,After Nines,2/3/2021,"$5,082 ",182
Marney O'Breen,   Australia,Raspberry Choco,2/3/2021,"$2,016 ",107
Brien Boise,   USA,Smooth Sliky Salty,2/3/2021,$847 ,50
Brien Boise,  New Zealand,Baker's Choco Chips,3/3/2021,"$4,200 ",350
Gunar Cockshoot,New Zealand,Peanut Butter Cubes,3/3/2021,"$17,577 ",977
Andria Kimpton,  India,Orange Choco,3/3/2021,$861 ,96
Gunar Cockshoot,   Canada,Drinking Coco,3/3/2021,"$3,829 ",142
Barr Faughny,UK,Manuka Honey Choco,3/3/2021,"$1,155 ",37
Beverie Moffet, Australia,Baker's Choco Chips,3/3/2021,"$11,123 ",1391
Jehu Rudeforth,  New Zealand,Baker's Choco Chips,3/3/2021,"$8,505 ",532
Gigi Bohling,   USA,Drinking Coco,3/3/2021,"$4,130 ",138
Dotty Strutley,  Australia,Milk Bars,3/3/2021,$420 ,15
Kaine Padly,  Australia,Eclairs,3/3/2021,$994 ,63
Jan Morforth,UK,Mint Chip Choco,3/3/2021,"$3,689 ",176
Marney O'Breen,  USA,Eclairs,3/3/2021,"$13,195 ",880
Karlen McCaffrey,Australia,Organic Choco Syrup,4/3/2021,"$6,545 ",219
Wilone O'Kielt, USA,Drinking Coco,4/3/2021,"$9,982 ",357
Mallorie Waber,  UK,85% Dark Bars,4/3/2021,"$6,363 ",398
Wilone O'Kielt,  Australia,Baker's Choco Chips,4/3/2021,"$14,336 ",1304
Roddy Speechley, India,Spicy Special Slims,4/3/2021,"$7,063 ",253
Rafaelita Blaksland,Australia,After Nines,4/3/2021,"$5,551 ",199
Gigi Bohling, USA,Orange Choco,4/3/2021,$448 ,38
Husein Augar,  UK,Choco Coated Almonds,5/3/2021,"$9,121 ",481
Wilone O'Kielt,Canada,Orange Choco,5/3/2021,"$6,258 ",626
Oby Sorrel,  Canada,Manuka Honey Choco,5/3/2021,"$10,752 ",347
Ches Bonnell,   New Zealand,85% Dark Bars,5/3/2021,"$12,411 ",540
Husein Augar,Australia,Manuka Honey Choco,5/3/2021,$308 ,10
Camilla Castle,USA,Fruit & Nut Bars,5/3/2021,"$10,689 ",764
Wilone O'Kielt,UK,Drinking Coco,5/3/2021,$448 ,16
Husein Augar,USA,Mint Chip Choco,5/3/2021,"$4,410 ",260
Kelci Walkden, UK,Baker's Choco Chips,8/3/2021,"$6,265 ",570
Gigi Bohling, Canada,Choco Coated Almonds,8/3/2021,"$7,301 ",366
Gunar Cockshoot, Australia,Manuka Honey Choco,8/3/2021,"$4,802 ",185
Dotty Strutley,Canada,Milk Bars,8/3/2021,"$1,358 ",53
Mallorie Waber,  USA,50% Dark Bites,8/3/2021,"$1,610 ",147
Gunar Cockshoot, UK,Peanut Butter Cubes,8/3/2021,$63 ,3
Gigi Bohling, New Zealand,Choco Coated Almonds,8/3/2021,$161 ,8
Dennison Crosswaite,Canada,Almond Choco,8/3/2021,"$1,246 ",70
Kelci Walkden,   India,After Nines,8/3/2021,$49 ,3
Andria Kimpton,USA,Almond Choco,8/3/2021,"$4,032 ",202
Madelene Upcott,   Canada,Orange Choco,8/3/2021,"$1,085 ",181
Brien Boise, USA,Spicy Special Slims,8/3/2021,"$4,347 ",174
Kelci Walkden,  Australia,Caramel Stuffed Bars,8/3/2021,"$7,084 ",322
Jan Morforth,   Canada,Raspberry Choco,8/3/2021,"$5,383 ",300
Curtice Advani,Canada,Fruit & Nut Bars,8/3/2021,"$1,351 ",123
Beverie Moffet,Australia,70% Dark Bites,8/3/2021,"$3,591 ",257
Jan Morforth,Canada,Fruit & Nut Bars,8/3/2021,"$1,540 ",154
Jehu Rudeforth,   USA,Drinking Coco,8/3/2021,"$9,884 ",341
Madelene Upcott,India,85% Dark Bars,8/3/2021,"$9,415 ",554
Dennison Crosswaite, Australia,Drinking Coco,8/3/2021,"$1,778 ",66
Rafaelita Blaksland,  Canada,Raspberry Choco,8/3/2021,"$8,120 ",370
Van Tuxwell,  UK,Milk Bars,8/3/2021,"$2,849 ",95
Jan Morforth, Australia,85% Dark Bars,8/3/2021,"$2,408 ",115
Kaine Padly, Canada,Caramel Stuffed Bars,8/3/2021,"$12,075 ",549
Curtice Advani,Canada,Manuka Honey Choco,8/3/2021,"$2,730 ",95
Beverie Moffet, UK,Raspberry Choco,9/3/2021,"$1,778 ",112
Madelene Upcott,   New Zealand,Orange Choco,9/3/2021,"$4,725 ",591
Jan Morforth,   Canada,Smooth Sliky Salty,9/3/2021,"$6,405 ",338
Gunar Cockshoot, UK,99% Dark & Pure,9/3/2021,"$2,674 ",122
Roddy Speechley,   India,99% Dark & Pure,9/3/2021,"$5,908 ",311
Roddy Speechley,  Australia,Almond Choco,9/3/2021,"$7,301 ",457
Roddy Speechley,   USA,Spicy Special Slims,9/3/2021,$154 ,6
Karlen McCaffrey,   USA,Orange Choco,9/3/2021,$343 ,29
Gunar Cockshoot,New Zealand,70% Dark Bites,9/3/2021,"$14,903 ",1656
Rafaelita Blaksland,  New Zealand,Fruit & Nut Bars,9/3/2021,"$5,390 ",318
Andria Kimpton,   Australia,Almond Choco,9/3/2021,$553 ,27
Van Tuxwell,UK,Spicy Special Slims,9/3/2021,"$7,266 ",346
Dotty Strutley,New Zealand,Mint Chip Choco,9/3/2021,"$8,792 ",419
Gigi Bohling,  India,Raspberry Choco,9/3/2021,"$8,967 ",561
Roddy Speechley,   India,85% Dark Bars,9/3/2021,"$3,661 ",167
Jan Morforth,  New Zealand,70% Dark Bites,10/3/2021,"$1,344 ",112
Kelci Walkden,   Australia,Orange Choco,10/3/2021,"$10,262 ",856
Gunar Cockshoot, India,Mint Chip Choco,10/3/2021,"$4,480 ",264
Mallorie Waber, New Zealand,Peanut Butter Cubes,10/3/2021,"$7,784 ",300
Barr Faughny,  USA,Caramel Stuffed Bars,10/3/2021,"$19,054 ",658
Rafaelita Blaksland,  New Zealand,99% Dark & Pure,10/3/2021,"$23,268 ",1058
Ches Bonnell,   India,Eclairs,11/3/2021,"$3,885 ",195
Rafaelita Blaksland,UK,Eclairs,11/3/2021,"$7,147 ",477
Beverie Moffet,   India,Organic Choco Syrup,11/3/2021,"$4,571 ",164
Van Tuxwell, Australia,Smooth Sliky Salty,11/3/2021,"$7,973 ",614
Kaine Padly,   UK,Milk Bars,11/3/2021,"$6,055 ",202
Andria Kimpton, New Zealand,Almond Choco,11/3/2021,$847 ,43
Ches Bonnell,New Zealand,Orange Choco,11/3/2021,"$4,914 ",702
Dennison Crosswaite,Australia,99% Dark & Pure,11/3/2021,"$1,358 ",76
Barr Faughny,   New Zealand,Caramel Stuffed Bars,11/3/2021,"$1,428 ",50
Dotty Strutley,USA,Peanut Butter Cubes,11/3/2021,"$8,764 ",439
Camilla Castle,Australia,Almond Choco,11/3/2021,"$10,472 ",456
Jehu Rudeforth, UK,Spicy Special Slims,11/3/2021,"$1,960 ",70
